Configuration,Address,Name,Description,Area,Area type,Price,Price Unit,No of Bathroom
Plot/Land,"Salempur, Haridwar",Hanumant Enclave,Within 500 m to sidkul highway. Easy accessibility. Lowest rate compared to similar plots in vicinity.,"5,250 sqft",Plot Area,₹57.75 Lac,"₹1,100 /sqft",0
3 BHK,"laksar road, Haridwar",bhagirathi vihar,"New constructed duplex house in the holy city of haridwar East facing In bhagirathi vihar colony on main laskar road Google location: V4rg+94r, kankhal, haridwar, uttarakhand 249408 5 minutes distance from super multy specialiry government medical college 5 minutes distance from haridwar ring road 10 minutes distance from holy river ganga 20 minutes distance from haridwar railway station and bu...",580 sqft,Plot Area,₹26 Lac,"₹4,482 /sqft",2
4 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar",Our house is located on main road in front of gol gurudwara near jwalapur railway station and this property can be also be use for commercial purpose.,"1,000 sqft",Plot Area,₹1.3 Cr,"₹13,000 /sqft",1
Plot/Land,"Haripur Kalan, Haridwar","Haripur Kalan, Haridwar",I sell my house urgent . 4bedroom two toilet,500 sqft,Plot Area,₹28 Lac,"₹6,000 /sqft",0
4 BHK,"Haripur Kalan, Haridwar","Golok Dham, Haripur Kalan","Located just 500 meters from haridwar- Rishikesh haridwar- Dehradun highway. In close proximity to an unversity, schools, hospitals, river ganga, banks, market and gas agency. Best suited for families, elderly personnels or buiseness professionals","1,911 sqft",Plot Area,₹1 Cr,"₹5,232 /sqft",3
8 BHK,"Har Ki Pauri, Haridwar",Shrawan Nath Nagar,Property is located in central area of haridwar close to railway station and bus stand. Ganga ghat is also nearby. Situated in fully commercial area and posh area of haridwar.,"1,200 sqft",Plot Area,₹3 Cr,"₹25,000 /sqft",3
Plot/Land,Gajiwali Haridwar,"Gajiwali, Haridwar","I am looking for buyer to purchase land available for sale in shyampur kangri, nand vihar, gajiwali pargana najiwabad, haridwar. Available at price of rs 7,50,000 lacs. It has plot area of 600 sq ft. It is a freehold property",600 sqft,Plot Area,₹7.5 Lac,"₹1,250 /sqft",0
1 BHK,"Sidcul NH 73, Haridwar","Haridwar Greens, Holiday Home","Want to sell asap, good 1bhk flat, a very good society to live. Need to sell this as soon as possible. Haridwar greens, holiday homes. Good good good good good good good good good good good goood good good good good good good good good good good good",485 sqft,Super Built-up Area,₹14.6 Lac,"₹2,886 /sqft",1
15 BHK,"Sidcul , Haridwar","Sidcul , Haridwar","Interested to sell independent house/villa.Placed at sidcul .Nice furnished enhancing decorit has spacious 15 bedrooms and 15 bathrooms. .Want to sell it for rs 17500000.It is a 10  years old property construction. Running as pg, 50000 to 1.5 lakhs per month income. Tv, inverter. Rooftop dinning available.","3,000 sqft",Plot Area,₹1.75 Cr,"₹5,833 /sqft",15
6 BHK,"Shantikunj, Haridwar","Shantikunj, Haridwar","6bhk flat available at gayatri vihar colony near shanti kunj ashram bhupatwala road , haridwar with spacious rooms and modern amenities , connected with rishikesh highway and shanti kunj ashram which is at a distance of approximately 300 metres . Interested users can contact us.",531 sqft,Built-up Area,₹55 Lac,"₹10,352 /sqft",3
Plot/Land,"Har Ki Pauri, Haridwar","Har Ki Pauri, Haridwar",1500 sqft plot on the banks of maa ganga in shyampur noabad towards chandi devi mandir,"1,500 sqft",Plot Area,₹55 Lac,"₹3,666 /sqft",0
1 BHK,"Har Ki Pauri, Haridwar",RG AMRIT,"The premium flats in shantikunj haridwar is a convenient unit for those looking to combine spirituality with modern living. This unit has 670 sqft area where we constructed 1 living room, 1 bedroom, 2 bathrooms, and 2 balcony. Flooring is made with vitrified tiles and anti-Skid tiles in the bathroom. You can see the park view from the balcony of the apartment. Special care has been taken to ens...",670 sqft,Carpet Area,₹28 Lac,"₹4,925 /sqft",2
3 BHK,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","Luxurious villa with swimming pool ,park ,in gated society,at back side of crystal world","1,700 sqft",Plot Area,₹59 Lac,"₹3,470 /sqft",3
4 BHK,"Sidcul NH 73, Haridwar",Antriksh NRI City,"Vip gated society near pentagon mall sidcul haridwar, around this society 100 ft road, gated society with all amenities, newly constructed luxury villa , ready to move.
Very prime location","1,350 sqft",Plot Area,₹1.9 Cr,"₹5,937 /sqft",4
1 BHK,Gajiwali Haridwar,Emerald Riviera,Property is located on the river of ganges.,600 sqft,Super Built-up Area,₹42 Lac,"₹7,000 /sqft",1
3 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,"Fully furnished apartment
- 3 beds 
- Sofa set 
- Dining table 
- Kitchen cabinets 
- 2 air conditioner
- 1 tv
- Water ro 
- Emergency power connection
- Parking","1,210 sqft",Carpet Area,₹48.5 Lac,"₹4,008 /sqft",2
3 BHK,"Santarshah, Haridwar","Santarshah, Haridwar","Gated society, 30 foot road, next to patanjali, near food court, sarovar portico, national food court",900 sqft,Plot Area,₹67 Lac,"₹7,777 /sqft",4
Plot/Land,"Badheri Rajputan, Haridwar",Hero alaknanda,"Delhi haridwar nh 334
Nearby access to",882 sqft,Plot Area,₹22.05 Lac,"₹2,500 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar",It is near so many colleges and there is a buyback option after 18 months with 25% premium.,900 sqft,Plot Area,₹42 Lac,"₹4,666 /sqft",0
2 BHK,"Sidcul , Haridwar",Mantra Happy Homes,"2 bhk resale flat is available in the promising locality of sidcul, haridwar. It is a ready to move in spacious flat and is located on the 6th floor. Every single detail of the flat is carefully designed. The apartment is priced at rs. 33 lakhs (Rs. 3267 per sq. Ft. ). It is a freehold property, with a super built-Up area of 1010. 0 sq. Ft. It has 2 bathroom(s). The flat comprises of 3 balcony(...","1,010 sqft",Super Built-up Area,₹33 Lac,"₹3,267 /sqft",2
9 BHK,"Sidcul , Haridwar",Mantra Happy Homes,"Gated society, 9 bhk villa with full security, 2 parks, swimming pool, club house, close to pentagon mall, metro hospital, markets","1,482 sqft",Plot Area,₹1.3 Cr,"₹9,446 /sqft",6
Plot/Land,"Sidcul , Haridwar",Mantra Happy Homes,"Gated society with all amenities, freehold property","1,324 sqft",Plot Area,₹60.9 Lac,"₹4,600 /sqft",0
2 BHK,"Jwalapur, Haridwar",The Petalwoods,"Hrda approved gated society on main delhi highway nh 58 ,free hold property with loan facility.","1,050 sqft",Super Built-up Area,₹34.99 Lac,"₹3,332 /sqft",2
Plot/Land,"Roshanabad, Haridwar",Hero Haridwar Greens,"Free hold plots, close to school, about 1000 families are living.Gated society with all amenities are there","1,188 sqft",Plot Area,₹47.52 Lac,"₹3,107 /sqft",0
Plot/Land,"Jwalapur, Haridwar",Navparas Sivada Garden,"Plots are available in one of the best hrda approved society of haridwar in jwalapur near delhi highway. Best society, best deal.","1,500 sqft",Plot Area,₹75 Lac,"₹5,000 /sqft",0
2 BHK,"Sidcul , Haridwar",Mantra Happy Homes,Beautiful apartment is available for sale in one of the best society of sidcul haridwar uttarakhand. All facilities are available and operational in society.,810 sqft,Super Built-up Area,₹24.25 Lac,"₹2,993 /sqft",2
1 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"Hey, if you are looking for a best investment in haridwar in low budget, than we have a very good opportunity for you with rental of 10k per month. The society is developed by hero realty. 1bhk full furnished apartment is available for sale in hero haridwar greens.",485 sqft,Super Built-up Area,₹13.99 Lac,"₹2,884 /sqft",1
Plot/Land,"Badheri Rajputan, Haridwar",Aura Villa's,"Location: On delhi-Haridwar 6lane highway nh 334 (Old nh58) near crystal worlds water park ( Patanjali yogpeeth) Projects amenities: Total 28 bigha land area. Grand entrance with 30ft wide internal roads. Gated society with 24x7 security with cctv Well-Designed land scaping green park with walking area & kids play area,temple, over head tank Water supply, sewer line and water drainage system El...","1,100 sqft",Plot Area,₹38.5 Lac,"₹3,500 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar","Location: On delhi-Haridwar 6lane highway nh 334 (Old nh58) near crystal worlds water park ( Patanjali yogpeeth) Projects amenities: Total 28 bigha land area. Grand entrance with 30ft wide internal roads. Gated society with 24x7 security with cctv Well-Designed land scaping green park with walking area & kids play area,temple, over head tank Water supply, sewer line and water drainage system El...","1,125 sqft",Plot Area,₹39.38 Lac,"₹3,500 /sqft",0
1 BHK,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",A beautiful house in suman nagar bahadrabad haridwar,500 sqft,Plot Area,₹14.5 Lac,"₹2,900 /sqft",1
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar","Plot for sale in navodaya nagar roshnabadl is available in haridwar. This locality resonates with your modern lifestyle. It's a 1575 sq.Ft. Super built up area property. Here, a solid foundation can easily withhold construction of 3 floors. To secure the perimeter, a boundary wall is present around the property. The possession of the property can be received immediately. The property is owned u...","1,575 sqft",Plot Area,₹28.35 Lac,"₹1,800 /sqft",0
Plot/Land,"Peeli, Haridwar",Peeli,The residential plot is available for sale.,"5,625 sqft",Plot Area,₹71.88 Lac,"₹1,278 /sqft",0
Plot/Land,"Jagjeetpur, Haridwar",Ganga Vihar Colony,"A residential plot for sale at ganga vihar colony near raja garden enclave jagjeetpur kankhal ward no 58 nagar nigum haridwar
Plot size 30 by 42 = 1260 sqft
East facing dakhil kharij road 20 feet","1,265 sqft",Plot Area,₹50.6 Lac,"₹4,000 /sqft",0
Plot/Land,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","A beautiful residential plot for sale
Near vaitka farm banquet 
Near welcome farm banquet
Near government medical college haridwar 
Laksar road jagjeetpur haridwar 
Plot size = 900 sqft
East facing dakhil kharij 
Included personal waterboring
Boundarywall",900 sqft,Plot Area,₹36 Lac,"₹4,000 /sqft",0
6 BHK,"Jagjeetpur, Haridwar",Ajitesh Vihar Colony,"A beautiful kothi house for sale 
Ajitesh vihar colony 
Near guru ram rai school 
Raja garden jagjeetpur kankhal
Laksar road haridwar 
Hrda approved map
Plot size =1540 sqft
Coverd area = 3900 sqft 
Road 30 feet","1,540 sqft",Plot Area,₹1.7 Cr,"₹11,038 /sqft",5
Plot/Land,"Near Machali Talab, Haridwar",Jamlpur Kala,Plot for sale size 40*35 = 1400 sqft southwest facing raja garden jamalpur haridwar,"1,400 sqft",Plot Area,₹37.8 Lac,"₹2,700 /sqft",0
3 BHK,"Kankhal, Haridwar",Raja Garden,"Semi commercial property including ,2 shop 2 bedroom kitchen 2 toilet near machali talab, jamalpur kala, raja garden jagjeetpur kankhal haridwar",788 sqft,Plot Area,₹50 Lac,"₹6,345 /sqft",2
3 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar",Spacious and well-Maintained house,"2,152 sqft",Plot Area,₹2 Cr,"₹9,293 /sqft",2
4 BHK,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","A beautiful house for sale in shivani puram colony jagjeetpur rajagarden kankhal haridwar 
Plot size 30*25= 750 sqft
Coverd area = 1450 sqft
North facing 
Dakhil kharij 143 
Road 20 feet 
Contact",750 sqft,Plot Area,₹46 Lac,"₹6,133 /sqft",2
Plot/Land,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","A beautiful plot for sale in radha krishna vihar jagjeetpur rajagarden kankhal haridwar plot in under nagar nigum haridwar
Plot size 25*36.5 = 912.5 sqft
East_facing 143 road 20 feet",912 sqft,Plot Area,₹27.5 Lac,"₹3,013 /sqft",0
3 BHK,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","A beautiful house for sale in vasundhara enclave colony raja garden jagjeetpur kankhal haridwar near rajagarden jamalpur linkroad
Plot size 2040 = 800 sqft
Coverd area 1150 sqft 
Westfacing dakhil kharij 143
Road 20feet",800 sqft,Plot Area,₹39 Lac,"₹4,875 /sqft",1
1 BHK,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",A beautiful house in suman nagar bahadrabad haridwar.,540 sqft,Plot Area,₹14.5 Lac,"₹2,685 /sqft",1
Plot/Land,"Shri Hari Enclave Bahadrabad by pass, Haridwar","Shri Hari Enclave Bahadrabad by pass, Haridwar","Shri hari enclave hrda approved gated society plots available on 40 ft road east facing plot, 3 side open corner plot, sewerage, water, streetlight , green park, mandir stp, cricket pitch, in society.
Looking for a best investment on main nh334, 7km from har ki pauri, nearby school, market, mall.","1,400 sqft",Plot Area,₹56 Lac,"₹4,000 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hari Kunj,"Hari kunj township located on near patanjali yogpeeth on main nh-334, opposite crystal world and sarovar portico hotel . Here you will find a park ,electricity and water all basic amenities along with a fully secure township featuring 24/7 security.",950 sqft,Plot Area,₹21.5 Lac,"₹2,263 /sqft",0
Plot/Land,"Badheri Rajputan, Haridwar","Badheri Rajputan, Haridwar","Alice residency phase 3 residential plot hrda approved opposite on crystal world water park on main nh 334 haridwar, near patanjali yogapeeth haridwar.
Near school, near hospital, on main highway facing site, ready to move in plots, bank loan available.","1,200 sqft",Plot Area,₹44 Lac,"₹3,666 /sqft",0
2 BHK,"Roshanabad, Haridwar","Roshanabad, Haridwar","Roshanabad is one of haridwar's most sought after destination for residential houses and this 2 bhk house in roshanabad is your opportunity to be a part of this community. This house occupies a super built up area of 500 sq.Ft. And contains 2 bedrooms, 1 bathroom and 1 balcony. There is 1 open parking available with this house. Being a ready to move house, you can expect immediate possession of...",500 sqft,Plot Area,₹15 Lac,"₹3,000 /sqft",1
3 BHK,"Salempur, Haridwar","Salempur, Haridwar","This 3 bhk house for sale in salempur, a well planned locality in haridwar, is ideal for a family that is looking for complete peace of mind. Containing 3 bedrooms, 2 bathrooms and 1 balcony, this independent house is spread over a super built up area of 700 sq.Ft. This 3 bhk house comes attached with 1 open parking for your vehicle(s). As the property is already ready to move, so you can easil...",700 sqft,Plot Area,₹32 Lac,"₹4,571 /sqft",2
Plot/Land,Laxer road Haridwar,bhagirathi vihar,"Check out this plot in laxer road haridwar, an ideal destination to build your dream residence. The plot is around super built up area of 2500 sq.Ft. In size. Up to 3 floors can be easily built on this land. The property is enclosed by boundary wall. Possession of land can be secured immediately. The property is owned under freehold contract. The plot is available at a price of 67.5 lac. The ow...","2,500 sqft",Plot Area,₹67.5 Lac,"₹2,700 /sqft",0
Plot/Land,"Roshanabad, Haridwar",Kanha enclave,Planning to purchase a plot in navodaya nagar haridwar? This plot in navodaya nagar roshanabad is situated in one of the excellent locations of the city. It spreads over 1220 sq.Ft. Super built up area. This property allows you to construct upto 3 floors. The property is guarded and secluded by boundary wall around it. Expected possession of property immediately. The property belongs to owner t...,"1,220 sqft",Plot Area,₹18.3 Lac,"₹1,500 /sqft",0
Plot/Land,"Roshanabad, Haridwar",Sikhar Enclave,"Looking for a plot in a prime location of haridwar? This plot in navodaya nagar roshanabad is the best deal for you. It spreads over 700 sq.Ft. Super built up area. Construction on this property can be easily done upto 3 floors. Boundary wall is already constructed to separate the plot from nearby properties. Immediately, possession of property can be transferred. The type of ownership is freeh...",700 sqft,Plot Area,₹12.6 Lac,"₹1,800 /sqft",0
Plot/Land,"Mayapur, Haridwar",Roshnabad,"This plot in navodaya nagar provides you great opportunity to build a fabulous residence in haridwar. The plot is around super built up area of 772 sq.Ft. In size. Ownership of this property provides you entitlement to construct upto 3 floors. The boundary wall is already build around the plot. To build the residence, possession is expected immediately. The owner of the property has freehold en...",772 sqft,Plot Area,₹10 Lac,"₹1,295 /sqft",0
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar","Check out this plot for sale in sidcul, one of the best locations in haridwar. It spans over spectacular 1125 sq.Ft. Super built up area. Up to 3 floors can be easily built on this land. The property is enclosed by boundary wall. Possession of land can be secured immediately. The owner of the property has freehold entitlement over the land. The asking price is only 18 lac. The residential plot ...","1,125 sqft",Plot Area,₹18 Lac,"₹1,600 /sqft",0
Plot/Land,"Mayapur, Haridwar",Kanha Enclave,Planning to build residence in haridwar? This plot in navodaya nagar is the best deal for you. It's a 2257 sq.Ft. Super built up area property. This property allows you to construct upto 3 floors. The property is guarded and secluded by boundary wall around it. Expected possession of property immediately. The owner of the property has freehold entitlement over the land. The asking price is only...,"2,257 sqft",Plot Area,₹30.47 Lac,"₹1,350 /sqft",0
3 BHK,"Mayapur, Haridwar",sidcul,"Looking to buy an independent house in haridwar? Do check out this 3 bhk house in navodaya nagar, which is an ideal choice for a family. The house has over super built up area of 800 sq.Ft. And comes with 3 bedrooms, 2 bathrooms and 1 balcony. Your vehicle(s) can be easily parked as this house comes with 1 open parking. As the property is already ready to move, so you can easily move into this ...",800 sqft,Plot Area,₹22 Lac,"₹2,750 /sqft",2
2 BHK,"Patanjali Yogpeeth, Haridwar",suraksha,"Hrda and rera approved township suraksha enclave haridwar near patanjali yogpeeth 1 
Bank loan available 
30 ft roads 
4 parks 
Temple 
Already family's are living in this socity",800 sqft,Plot Area,₹36 Lac,"₹4,500 /sqft",2
2 BHK,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar","Rng homes offers hrda and rera approved society suraksha enclave haridwar
Bank loan available
Family's are already living 
Near patanjali yogpeeth haridwar",900 sqft,Plot Area,₹34 Lac,"₹3,777 /sqft",2
2 BHK,"Santarshah, Haridwar","Santarshah, Haridwar","Rng homes offers independent villa's in hrda rera approved gated township suraksha enclave behind patanjali yogpeeth phase 1 haridwar, suraksha enclave have smart facilities like gated township, provision for temple, 30 ft roads, 4 kids play ground parks light, waterwater ex. 
Special discount for armed forces",774 sqft,Plot Area,₹36 Lac,"₹4,070 /sqft",2
2 BHK,"Patanjali Yogpeeth, Haridwar",RNG Homes,"Rng homes offer smart house near patanjali yogpeeth 1 haridwar nh 58 delhi road 
Smart house full of all luxury
Bank loan available
Pm awashiya yojana available
Call for book pradeep choudhary",900 sqft,Plot Area,₹42 Lac,"₹4,222 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",RNG Homes,"Adiyogi rng homes offers hrda& rera approved ,gated township with security 
Bank loan available 
Ready to shift aminities at patanjali nh 58 
Just behind water park crystal world .
Call now 
Pradeep salan",800 sqft,Plot Area,₹25 Lac,"₹2,777 /sqft",0
Plot/Land,"Tehri visthapit colony,behind payal cinema, Haridwar","Tehri visthapit colony,behind payal cinema, Haridwar","Resale property with registry and mutation, close to market","1,225 sqft",Plot Area,₹29.4 Lac,"₹2,400 /sqft",0
1 BHK,"Shantikunj, Haridwar",Multistorie,"A 1 bedroom resale flat, located in shantikunj, haridwar, is available. It is a ready to move in semi-Furnished flat located in multistorie. Situated in a prominent locality, it is a 1-5 year old, which is in its prime condition. The flat is on the 4th floor of the building. Aesthetically designed, this property has 1 bathroom(s). The property also has 2balcony(s). The flat has a good view of t...",500 sqft,Super Built-up Area,₹16.5 Lac,"₹3,200 /sqft",1
7 BHK,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","Bahadrabad area, 950 sqft area, very near to highway, 200 families are living, all the facility are provide, like market, school, park, hospital",962 sqft,Built-up Area,₹41 Lac,"₹4,261 /sqft",4
Plot/Land,"Siddarth enclave Navodaya Nagar, Haridwar","Siddarth enclave Navodaya Nagar, Haridwar","Good plot with lowest price, ideal plot","1,231 sqft",Plot Area,₹19.7 Lac,"₹1,600 /sqft",0
5 BHK,"Sidcul NH 73, Haridwar",Antriksh NRI City,"This villa is located at antariksh nri city, sidcul haridwar.Very prime location, gated society with all amenities. Pentagon mall and 4 star hotels infront of this society. Society is surrounded by 100 ft road.
Gated society with all security.
Prime location","1,350 sqft",Plot Area,₹1.9 Cr,"₹14,074 /sqft",4
Plot/Land,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","Spacious, ready to build plot in bahadarabad, near pathri power house , haridwar. It spreads over 1410 sq.Ft. Super built up area. This property allows you to construct upto 3 floors. The property is guarded and secluded by boundary wall around it. Expected possession of property immediately. The owner of the property has freehold entitlement over the land. The asking price is only  14.1 lac.","1,410 sqft",Plot Area,₹14.1 Lac,"₹1,000 /sqft",0
1 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,"A beautiful 1 bhk apartment in sidcul nh 73, haridwar. The property is a part of hero greens. It is a resale property in a promising locality. This well-Designed new property is ready to move in. It is located on the 1st floor. The property ownership is freehold type and has a super built-Up area of 485. 0 sq. Ft. The price of the property is estimated at rs. 12. 5 lakhs and per unit area cost ...",485 sqft,Super Built-up Area,₹12.5 Lac,"₹2,577 /sqft",1
2 BHK,"Naya Gaon, Haridwar",Jurs Country,"2 bhk resale flat is available in the promising locality of jurs country nh 58highway, haridwar. It is a ready to move in spacious flat and is located on the 4th floor. Every single detail of the flat is carefully designed. The apartment is priced at rs. 28 lakhs (Rs. 3181 per sq. Ft. ). It is a freehold property, with a super built-Up area of 880. 0 sq. Ft. It has 2 bathroom(s). The flat compr...",880 sqft,Super Built-up Area,₹30 Lac,"₹3,181 /sqft",2
Plot/Land,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar",This plot is at raja garden area,"1,200 sqft",Plot Area,₹26 Lac,"₹2,166 /sqft",0
3 BHK,"Jwalapur, Haridwar",The Petalwoods,"Fresh property ,newly constructed on main delhi highway nh 58.Very near to har kee poudi, this property is in the main city of haridwar","1,596 sqft",Super Built-up Area,₹65 Lac,"₹3,759 /sqft",2
3 BHK,Nh 58 Jurs Country Haridwar Delhi,Jurs Country,"3 bhk resale flat is available in the promising locality of nh 58 jurs country delhi, haridwar. It is a ready to move in spacious flat and is located on the 1st floor. Every single detail of the flat is carefully designed. The apartment is priced at rs. 40 lakhs (Rs. 3305 per sq. Ft. ). It is a freehold property, with a super built-Up area of 1210. 0 sq. Ft. It has 2 bathroom(s). The flat compr...","1,210 sqft",Super Built-up Area,₹40 Lac,"₹3,305 /sqft",2
2 BHK,"Roorkee, Haridwar",Residential House,"Property code:1465211 
Asset schedule
A property residential house bearing its khasra no. 1529 & 1523 situated at village salempur rajputan, roorkee tehsil roorke distt. Haridwar",547 sqft,Plot Area,₹12 Lac,"₹2,193 /sqft",2
Plot/Land,"Bahadrabad Bypass, Haridwar",Shree hari Enclave Bahadrabad Bypass,"The main usp for our project all plots are 2 or 3 side open this is the first in haridwar including all of amenities such as 40 feet roads, lush green parks, commercial complex, community centre, temple, etc.",950 sqft,Plot Area,₹36.1 Lac,"₹3,800 /sqft",0
4 BHK,"Sidcul NH 73, Haridwar",Antriksh NRI City,"1080 sqfeet east facing beautiful villa in haridwar's best-Located society, antriksh nri city, is now on sale. This charming property offers a perfect blend of modern amenities and serene surroundings, making it an ideal choice for those seeking a tranquil living space. The villa boasts a spacious layout that maximizes natural light and ventilation, creating a bright and airy atmosphere that is...","1,080 sqft",Plot Area,₹1.25 Cr,"₹11,574 /sqft",4
1 BHK,"Sector 5A, Haridwar",Deep Ganga Apartments,"1 bhk 745 sq feet semi-Furnished park view sunlight facing apartment in deep ganga society, haridwar, is currently available for sale. This cozy apartment offers a perfect blend of comfort and convenience, making it an ideal choice for individuals seeking a tranquil living space. Situated in the peaceful surroundings of deep ganga society, residents can enjoy scenic park views and ample natural...",745 sqft,Super Built-up Area,₹24 Lac,"₹3,221 /sqft",1
1 BHK,"Sidcul NH 73, Haridwar",Deep Ganga Apartment,"1 bhk 750 sq feet semifurnished flat in deep ganga society is now available for sale! This cozy living space offers a perfect blend of comfort and convenience. With an open floor plan that maximizes the use of space, this flat provides a welcoming atmosphere for residents to relax and unwind. The semi-Furnished state allows the new owners to customize and personalize the interior according to t...",750 sqft,Carpet Area,₹24 Lac,"₹3,200 /sqft",1
2 BHK,"Sidcul , Haridwar",Mantra Happy Homes,"2 bhk 810 square feet well-Furnished apartment with a beautiful view on the 8th floor is now up for sale in the serene surroundings of mantra happy homes society in haridwar. This cozy and elegant apartment offers a perfect blend of comfort and style, making it an ideal living space for individuals and families alike. As you step into this charming abode, you are greeted by a spacious living ar...",810 sqft,Super Built-up Area,₹27.99 Lac,"₹3,455 /sqft",2
2 BHK,"Sidcul , Haridwar",Mantra Happy Homes,"2 bhk 101 sq feet flat on the 2nd floor is now available for sale in the picturesque mantra happy homes society in haridwar. This cozy and comfortable living space offers a tranquil abode for those seeking a peaceful retreat amidst the serene surroundings of haridwar. With its thoughtful design and modern amenities, this flat provides the perfect blend of convenience and luxury for its resident...","1,010 sqft",Super Built-up Area,₹33.99 Lac,"₹3,365 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Adiyogi,"Are you looking to invest in real estate in the serene and spiritual city of haridwar? Look no further than the plots available in adiyogi society. Nestled in the lap of nature, adiyogi society offers a unique opportunity to own a piece of land in a vibrant and growing community. Imagine waking up to the sound of the river ganges flowing nearby, surrounded by lush greenery and the tranquility o...",900 sqft,Plot Area,₹41.31 Lac,"₹4,590 /sqft",0
2 BHK,"Sidcul , Haridwar",Mantra Happy Homes,"Looking for a perfect place to call home? Look no further! Introducing a stunning 2bhk apartment nestled on the third floor of the esteemed mantra happy homes society. This spacious and inviting residence promises you a harmonious blend of comfort and convenience. As soon as you step inside, you'll be greeted by a welcoming ambiance that exudes modern elegance and style. The thoughtfully design...",810 sqft,Super Built-up Area,₹24 Lac,"₹2,962 /sqft",2
3 BHK,"Jamalpur Kalan, Haridwar","Jamalpur Kalan, Haridwar",Best construction quality and good location,840 sqft,Plot Area,₹35 Lac,"₹3,181 /sqft",2
Plot/Land,"pili, Haridwar","pili, Haridwar",The residential plot is available for sale.,"5,625 sqft",Plot Area,₹71.88 Lac,"₹1,278 /sqft",0
4 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar","Spacious rooms,well maintained","1,463 sqft",Plot Area,₹1.35 Cr,"₹9,222 /sqft",2
2 BHK,"Jwalapur, Haridwar",The Vardhman Jurs Country,"2bhk full furnished apartment is available for sale in one of the best society of haridwar uttarakhand jurs country. This flat is included with cover car parking club membership and power backup facilities. The flat is fully furnished with bed sofa tv fridge ro geyser fans, wardrobe and modular kitchen etc",994 sqft,Super Built-up Area,₹36 Lac,"₹3,621 /sqft",2
3 BHK,"THDC navodya nagar roshnabaad, Haridwar","THDC navodya nagar roshnabaad, Haridwar","Front elevation , ventilation,space for parking","1,433 sqft",Plot Area,₹65 Lac,"₹4,535 /sqft",4
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","Residential plot for resale in suman nagar with complete documents and mutation (Dakhil kharij) , immediate possession","1,800 sqft",Plot Area,₹17.1 Lac,₹950 /sqft,0
1 BHK,"Bhagwanpur, Haridwar","Bhagwanpur, Haridwar",My properties in high way in haridwar to delhi,925 sqft,Plot Area,₹50 Lac,"₹5,405 /sqft",1
1 BHK,"Bahadarabad, Haridwar",Raghunath Residency,Residential apartment for sell.The property has 1 bedroom with 2 bathrooms .It is a semifurnished property.Located in bahadarabad.Available at an expected price of rs 2600000.Located on 3rd floor out of the 7 the property comes with a good construction quality which ages 5-10 years old property,750 sqft,Carpet Area,₹26 Lac,"₹3,466 /sqft",2
3 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","I have a house/villa available for sale in jwalapur, haridwar. Available at price of rs 5300000. It has carpet area of 900 sqft. It has 3 bhk, 2 bathroom, 0 balcony.It is a cooperative property",900 sqft,Carpet Area,₹53 Lac,"₹5,888 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Ananda City,With all facilities & amenities gated complex limited units are left call hurry fully furnished villa,"1,089 sqft",Plot Area,₹25 Lac,"₹2,296 /sqft",0
2 BHK,"Patanjali Yogpeeth, Haridwar",Arogyam,"5 star property with all rooms covered with minimum amenities available like ac, water purifire, club house, swiming pool, parking, playground and many more.","1,280 sqft",Carpet Area,₹49 Lac,"₹3,828 /sqft",2
1 BHK,"Bahadarabad, Haridwar",Raghunath Residency,East facing flat semi furnished and two ac's already installed,850 sqft,Super Built-up Area,₹26 Lac,"₹3,454 /sqft",2
